Company Name,Address,Telephone Number,Other Data,Commodity,Business Field
Cahaya Modern Metal Industri,"Jl. Poros Lambuya-motaha,konawe, Konawe, Sulawesi Barat",04013192968,,"Ferro-nickel,Alloy Pig Iron; Spiegeleisen","Ferro-nickel,Alloy Pig Iron; Spiegeleisen"
Untuk Indonesia Hijau,"Jl. Poros Majene No. 187, Polewali Mandar, Sulawesi Barat",,,"Cocoa Shells, Husks, Skins & Other Cocoa  Waste,Cocoa Paste,wholly/partly Defatted","Cocoa shells, husks, skins & other cocoa  waste,Cocoa Paste,wholly/partly Defatted"
