Company Name,Deskripsi,Address,Telephone Number,Location
10478. PT Batumasindah Suksesmakmur,,Jl Gn Sahari XI 291 Ged Pacific Room 320 Lt 3 Jakarta,( 021 ) 6259287,Importir umum
10479. PT Batara Surya Pratama Perkasa,,Kompl Krekot Jaya Molek Bl AD-15/6 Jakarta,( 021 ) 3848780,Importir umum
10480. CV Bariel Co,,Jl Pancoran IV 23 Jakarta,( 021 ) 6926366,Importir umum
10481. PT Bara Trading,,Jl Agung Niaga IV Bl G-4/56 Jakarta,( 021 ) 65306061,Importir umum
10482. PT Bandar Benua Corp Ltd,,Jl Iskandarsyah I 17 Jakarta,( 021 ) 7223011,Importir umum
10483. CV Balito Trad Co,,Jl Tiang Bendera III 22 Jakarta,( 021 ) 6912990,Importir umum
10484. PT Bali Sumber Hayati Indah,,Jl Dermaga 10 Jakarta,( 021 ) 6603903,Importir umum
10485. Bakti NV,,Jl Gajah Mada 113 Jakarta,( 021 ) 6297748,Importir umum
10486. PT Bahana Fortuna Niaga,,Perk Enggano Megah Bl U/5 Jakarta,( 021 ) 4354687,Importir umum
10487. PT Bahalap Trading International,,Jl Aipda KS Tubun Raya 160 RT 004/05 Jakarta,( 021 ) 5326635,Importir umum
10488. PT Ayutama Purnajaya,,Jl Danau Sunter Slt Kompl Mega Sunter Bl A/15 Jakarta,( 021 ) 65303161,Importir umum
10489. PT Avanti Raya,,Jl Cideng Brt 74 Jakarta,( 021 ) 3807469,Importir umum
10490. PT Asomindo Raya,,Jl Tebet Raya 11-A Jakarta,( 021 ) 8356618,Importir umum
10491. PT Asil Indopratama,,Jl Agung Perkasa Raya Bl J-8/4-B Jakarta,( 021 ) 6506756,Importir umum
10492. PT Asia Trans,,Jl KH Hasyim Ashari 13 B Jakarta,( 021 ) 6324635,Importir umum
10493. PT Asia Teknik Utama,,Jl Percetakan Negara XI 2 Jakarta,( 021 ) 4251776,Importir umum
10494. CV Asia,,Jl Roa Malaka Slt 35 Jakarta,( 021 ) 6923040,Importir umum
10495. Asia Commerce Pte Ltd,,Jl Jend Gatot Subroto Kav 74-75 Graha Mustika Ratu Lt 10 Jakarta,( 021 ) 8306533,Importir umum
10496. PT Asfagina,,Jl Kunir Bl A/12 Jakarta,( 021 ) 6918070,Importir umum
10497. PT Asaco,,Jl KH Mas Mansyur 124-B Jakarta,( 021 ) 3904825,Importir umum
10498. PT Aryan Bumi Perkasa,,Jl Suryopranoto 2 Harmoni Plaza Bl E/21 Jakarta,( 021 ) 63862451,Importir umum
10499. PT Arta Sentosa Jaya Permai,,Jl P Jayakarta 21-A Jakarta,( 021 ) 6007127,Importir umum
10500. PT Arpisar Utama,,Jl KH Hasyim Ashari 18-A Jakarta,( 021 ) 6324917,Importir umum
10501. CV Aroma Co,,Jl Kapuk Utr I Kav 9 Bl II Jakarta,( 021 ) 5405392,Importir umum
10502. Toko Army Hobby,,Jl Pintu Air Raya 58-64 Ged Istana Pasar Baru 105-A Lt 1 Jakarta,( 021 ) 3513544,Importir umum
10503. Argha Karya Prima Industry PT Tbk,,Jl Jend Sudirman Kav 3-4 Prince Centre Bldg Room 0607 6th Fl Jakarta,( 021 ) 5713947,Importir umum
10504. PT Argasari Rekaswadaya,,Jl Prof Dr Supomo SH 55-F Jakarta,( 021 ) 8314731,Importir umum
10505. CV Anugrah Raya,,Jl Balap Sepeda 61-I Jakarta,( 021 ) 47866846,Importir umum
10506. PT Anugrah Indo Expess,,Ged Pusat Niaga Arena PRJ Kemayoran Lt 2 Jakarta,( 021 ) 4216103,Importir umum
10507. PT Anugerah Manna Interbuana,,Jl Gn Sahari XI 291 Ged Pacific/Room 402 Lt 4 Jakarta,( 021 ) 6246989,Importir umum
10508. PT Antariksa Pancakrida,,Jl Sodong Raya 2 RT 006/15 Jakarta,( 021 ) 47869299,Importir umum
10509. PT Angkasa Indo Muara,,Jl Danau Sunter Utr Bl C-2/1 Jakarta,( 021 ) 65834980,Importir umum
10510. PT Aneka Sumber Kencana,,Jl Dr Setiabudi Slt 18 Perk Taman Kuningan Jakarta,( 021 ) 57904488,Importir umum
10511. PD Aneka Jaya,,Jl Petojo Brt IV 4 Jakarta,( 021 ) 6322935,Importir umum
10512. PT Aneka Distribusindo,,Jl KH Moch Mansyur 168-B Jakarta,( 021 ) 63850754,Importir umum
10513. PT Aneka Asia Buana,,Jl Sultan Iskandarsyah Raya 66 C Graha Iskandarsyah Lt 4 Jakarta,( 021 ) 7209941,Importir umum
10514. PT Andiarta Muzizat,,Jl Tj Selor 6 Jakarta,( 021 ) 6324717,Importir umum
10515. PT Ananindra Fortuna,,Jl Banda 1 Gudang CDC Lt 2 Jakarta,( 021 ) 4359118,Importir umum
10516. Amar Trading Co Fa,,Jl Pintu Kecil 6 Jakarta,( 021 ) 6901576,Importir umum
10517. CV Alwisco,,Jl Pramuka PD Pasar Jaya Los AKS/61-63 Jakarta,( 021 ) 8580214,Importir umum
10518. PT Altindo Mulia,,Jl Muara Karang Tmr Bl O-8/30-31 Jakarta,( 021 ) 6618088,Importir umum
10519. Almasid Internasional,,Jl Aipda KS Tubun 75-B Jakarta,( 021 ) 5711003,Importir umum
10520. PT Alfa Mitra Selaras,,Jl KH Hasyim Ashari 125 Pus Niaga Roxy Mas Bl D-3/21 Jakarta,( 021 ) 6302924,Importir umum
10521. AKA Express Courier Cargo,,Jl RS Fatmawati 15 Golden Plaza Bl D/10 Jakarta,( 021 ) 75908727,Importir umum
10522. PT AGB Tuna,,Jl Aipda KS Tubun 30 ATC Ruang 103 Lt 1 Jakarta,( 021 ) 5330368,Importir umum
10523. PT Afrindo Business International,,Jl Danau Sunter Slt Ruko Royal Sunter Bl D/8 Jakarta,( 021 ) 6502139,Importir umum
10524. PT Adi Karya Galangperkasa,,Wisma Mitra Sunter 12 Lt 01 Jakarta,( 021 ) 6501678,Importir umum
10525. PT Actlink Marine Transport,,Jl KH Mas Mansyur 18-A Jakarta,( 021 ) 31906858,Importir umum
10526. Toko ACC,,Jl Hayam Wuruk Pert Glodok Jaya Bl A/76-77 Jakarta,( 021 ) 6250643,Importir umum
10527. AC R,,Jl Gatep 19-K Jakarta,( 021 ) 6294858,Importir umum
10528. CV Abadi Raya,,Jl KH Agus Salim 85 Jakarta,( 021 ) 31925181,Importir umum
10529. A Ismail Co Ltd NV,,Psr Mobil Kemayoran Bl A/58-59 Jakarta,( 021 ) 6540860,Importir umum
10531. A Ismail Co Ltd NV,,Jl Kapuk Kamal Raya 40 Ruko Mega Mal Pluit Bl M/10 Jakarta,( 021 ) 5560922,Importir umum
10532. PT 99 Jaya Utama,,Jl Arteri Permata Hijau Grand ITC Permata Hijau Ruko Diamond/14 Jakarta,( 021 ) 53663235,Importir umum
10533. Yupiter Elektronik,,Jl RS Fatmawati 65-A Jakarta,( 021 ) 7399781,Bengkel elektronik
10534. Wahyu Service,,Jl Mangga 25-A Jakarta,( 021 ) 4304353,Bengkel elektronik
10535. Toko Vega Electronic,,Jl Hayam Wuruk 7 Jakarta,( 021 ) 6590063,Bengkel elektronik
10536. CV Unggul Technic,,Jl Dr Sutomo 123 RT 001/05 Jakarta,( 021 ) 7330805,Bengkel elektronik
10537. Toko Topaz,,Jl Daan Mogot Raya Km 16 Kompl Daan Mogot Baru Bl LB-2/27 Jakarta,( 021 ) 54398562,Bengkel elektronik
10538. Toko Topas,,Jl Daan Mogot Raya Km 16 Kompl Daan Mogot Baru Bl LB-2/27 Jakarta,( 021 ) 5446095,Bengkel elektronik
10539. Suntec Electronic,,Jl Mangga Besar Raya 81 Lokasari Plaza Bl I/6 Lt Dasar Jakarta,( 021 ) 6010282,Bengkel elektronik
10540. Toko Sony,,Jl Pramuka Raya 399 Jakarta,( 021 ) 31901322,Bengkel elektronik
10541. PD Sinar Mandiri,,Kompl Ruko Textile D-2/16 Jakarta,( 021 ) 6128721,Bengkel elektronik
10542. Sinar Elektronik Service,,Jl Tj Duren Raya 101-C Jakarta,( 021 ) 5669112,Bengkel elektronik
10543. Toko Sinar Electro,,Jl Kenari 178 Jakarta,( 021 ) 3905583,Bengkel elektronik
10544. Siliwangi Elektronik Service,,Jl Hadiah III Kav Polri Bl D-14/1171 RT 002/01 Jakarta,( 021 ) 5677432,Bengkel elektronik
10545. CV Servo,,Ruko Citra Grand Bl R-3/15 Jakarta,( 021 ) 84300014,Bengkel elektronik
10546. Servise HT Elektronik Jasa,,Jl P Jayakarta Bl C-11/45 Jakarta,( 021 ) 6262215,Bengkel elektronik
10547. Toko Servis Elektronik,,Jl Tebah III 8 Jakarta,( 021 ) 7204621,Bengkel elektronik
10548. Service Elektronik,,Jl Raden Fatah 75 Jakarta,( 021 ) 73451467,Bengkel elektronik
10549. Sarana Tama Service,,Jl Rorotan IX Gg V 6 RT 004/07 Jakarta,( 021 ) 44852014,Bengkel elektronik
10550. Sanyo Service,,Jl Petamburan V 47 RT 010/05 Jakarta,( 021 ) 5742869,Bengkel elektronik
10551. Sahita Service,,Jl Terusan Pejaten Brt II-A 80-A RT 007/08 Jakarta,( 021 ) 7182026,Bengkel elektronik
10552. Rico Electronic,,Jl Arwana III Villa Citra Bl XXI/C-22 Jakarta,( 021 ) 7424682,Bengkel elektronik
10553. Toko Puji Elektrik,,Jl ASP Bl N/16 Jakarta,( 021 ) 6121553,Bengkel elektronik
10554. PT Protecnika Maju,,Jl Dharma Karya III Kompl Taman Semanan Indah Bl D/9 RT 002/08 Jakarta,( 021 ) 5451293,Bengkel elektronik
10555. PT Prima Tiara Citra,,Jl Raya Bekasi Km 21 Ruko PTC Bl 8 B/57 Jakarta,( 021 ) 46829729,Bengkel elektronik
10556. Prima Teknik,,Gg Al Barakah 12 RT 003/10 Jakarta,( 021 ) 74703752,Bengkel elektronik
10557. PT Premier Sony Service,,Kompl Glodok Plaza Bl C/3 Jakarta,( 021 ) 6480054,Bengkel elektronik
10558. Pramita Service,,Jl H Usman 67-A RT 008/07 Jakarta,( 021 ) 79194389,Bengkel elektronik
10559. Peter Mei Tehnik,,Jl Palmerah Brt 2 RT 003/03 Jakarta,( 021 ) 5485233,Bengkel elektronik
10560. Toko Perdana Elektronik,,Jl Pinangsia Raya Glodok Plaza/20 Lt 6 Jakarta,( 021 ) 62302586,Bengkel elektronik
10561. Pelita Bengkel,,Jl Kembang Sepatu Bl A/11 RT 011/01 Jakarta,( 021 ) 3913402,Bengkel elektronik
10562. Omega,,Jl Kapuk Raya 15 Jakarta,( 021 ) 9259796,Bengkel elektronik
10563. Modena Service,,Jl Pintu Kecil 12-A Jakarta,( 021 ) 6903558,Bengkel elektronik
10564. Meruya Service,,Jl Kembang Kerep 14 RT 004/02 Jakarta,( 021 ) 5873956,Bengkel elektronik
10565. Mels Service,,Jl Tanah Tinggi II 23 RT 008/02 Jakarta,( 021 ) 4224782,Bengkel elektronik
10566. Mekar Jaya Elektronik,,Jl Meruya Ilir Raya 27 Jakarta,( 021 ) 5861427,Bengkel elektronik
10567. Mega Jaya,,Jl Hayam Wuruk Glodok Harco Bl D-3/215 Lt 3 Jakarta,( 021 ) 6286315,Bengkel elektronik
10568. Toko Mega Elektronik,,Jl Dr Muwardi Raya Psr Grogol Los BKS/46 Jakarta,( 021 ) 56966909,Bengkel elektronik
10569. Toko Maju,,Psr Ikan 1 RT 001/04 Jakarta,( 021 ) 66600517,Bengkel elektronik
10570. Lico Electronic,,Gg Asal 58 RT 009/03 Jakarta,( 021 ) 79184449,Bengkel elektronik
10571. Lentera Tekhnik,,Jl H Ipin Raya 18 Jakarta,( 021 ) 75905651,Bengkel elektronik
10572. Lamasindo,,Jl Gn Sahari 34-E Jakarta,( 021 ) 6393607,Bengkel elektronik
10573. Kreasi Utama Bengkel,,Jl Murdai I 7 RT 007/13 Jakarta,( 021 ) 4269563,Bengkel elektronik
10574. KN,,Psr Grogol Bl BKS/61 Jakarta,( 021 ) 5665529,Bengkel elektronik
10575. Karya Mandiri,,Jl H Junaedi 33 RT 007/11 Jakarta,( 021 ) 5357943,Bengkel elektronik
10576. Kanaan Elektronik Service,,Jl Meruya Raya Ilir 8-D Jakarta,( 021 ) 5850246,Bengkel elektronik
10577. Johnson Service,,Jl Jatinegara Tmr 8 Jakarta,( 021 ) 8190429,Bengkel elektronik
10578. CV Jaya Utama Abadi,,Jl Pulo Asem Tmr Raya Kav Z/8-9 RT 015/02 Jakarta,( 021 ) 4752123,Bengkel elektronik
10579. Jaya Surya Teknik,,Jl Hayam Wuruk Pert Glodok Jaya Bl C/58 Lt Dasar Jakarta,( 021 ) 6399686,Bengkel elektronik
10580. PD Jasa Air Service,,Jl Kumbang 68 RT 001/01 Jakarta,( 021 ) 54391877,Bengkel elektronik
10581. Irwan Elektronik Service,,Jl Damai V 1-B Jakarta,( 021 ) 72788665,Bengkel elektronik
10582. PT Intecindo Jaya Prima,,Jl Cideng Brt 23-A Jakarta,( 021 ) 6331907,Bengkel elektronik
10583. PT Infosuara Gema Buana,,Jl Kapt P Tendean 34 Wisma Prima Lt 2 Jakarta,( 021 ) 7970337,Bengkel elektronik
10584. Informasi Jasa Service,,Jl Warung Buncit Raya 10 RT 02/05 Jakarta,( 021 ) 7944928,Bengkel elektronik
10585. Toko In Jaya,,Jl Pamulang Raya Pamulang Plaza Bl C/4 RT 001/02 Jakarta,( 021 ) 7491556,Bengkel elektronik
10586. Grogol Service TV Panggilan,,Jl Jelambar Baru IV 33 RT 009/07 Jakarta,( 021 ) 5662067,Bengkel elektronik
10587. Grand Service,,Jl Jati Makmur 7 Jakarta,( 021 ) 8482440,Bengkel elektronik
10588. Graha Agung Technik,,Jl Masjid At Taufiq 67 RT 004/11 Jakarta,( 021 ) 87709670,Bengkel elektronik
10589. Giga Hz Elektronik,,Jl Swadarma Raya 45-D Jakarta,( 021 ) 5849062,Bengkel elektronik
10590. Giant Service,,Jl Kembang Kerep 14 RT 004/02 Jakarta,( 021 ) 5873957,Bengkel elektronik
10591. Toko Gemilang,,Jl Timah Bl K/195 Jakarta,( 021 ) 4240682,Bengkel elektronik
10592. Gema Service,,Jl Lap Bola 4-B Jakarta,( 021 ) 5358918,Bengkel elektronik
10593. Galaxy Service Bengkel,,Kompl Pulo Gebang Permai Bl F/24 RT 006/12 Jakarta,( 021 ) 4605014,Bengkel elektronik
10594. CV Fuji Cool Tehnik,,Jl Raya Ciledug Jakarta,( 021 ) 9202775,Bengkel elektronik
10595. Era Electronic Service,,Jl Bayam III 14 RT 002/06 Jakarta,( 021 ) 7425033,Bengkel elektronik
10596. CV Elektronika Komunikasi Indonesia,,Jl Meruya Ilir Raya 2 RT 005/08 Jakarta,( 021 ) 5846658,Bengkel elektronik
10597. Elektronik Service,,Jl Menteng Raya 9 RT 015/09 Jakarta,( 021 ) 31907208,Bengkel elektronik
10598. Duta Elektro,,Jl Subur 26 RT 008/08 Jakarta,( 021 ) 8282486,Bengkel elektronik
10599. Duta Electronic,,Jl Meruya Ilir Raya 10-A Jakarta,( 021 ) 5356335,Bengkel elektronik
10601. PT Dipa Wahyu,,Kompl Gading Griya Lestari Bl F-1/30 Jakarta,( 021 ) 4405858,Bengkel elektronik
10602. Digital Technik,,Jl Panda V 32 RT 005/05 Jakarta,( 021 ) 7370989,Bengkel elektronik
10603. Dhefal Electronic Service,,Jl Tmn Bintaro 1 Jakarta,( 021 ) 7358056,Bengkel elektronik
10604. Toko Daniel,,Jl Kyai Maja 65 Ruko 6 Jakarta,( 021 ) 7267563,Bengkel elektronik
10605. Damai,,Jl Kramat Bunder 1 Jakarta,( 021 ) 3148671,Bengkel elektronik
10606. Citra Tehnik,,Jl Pinang Raya 22 Jakarta,( 021 ) 7669238,Bengkel elektronik
10607. CV Citra Tehnical Service,,Jl Kalibata Pulo Gg XIV 9-A Jakarta,( 021 ) 7983551,Bengkel elektronik
10608. Toko Cempaka Teknik,,Psr Cempaka Putih III Bl 4/69 Jakarta,( 021 ) 4250846,Bengkel elektronik
10609. Ceiko Service Centre,,Jl Gn Sahari Raya Bl C/99 Lt 2 Jakarta,( 021 ) 6240085,Bengkel elektronik
10610. CV Cakra Buana Tehnik,,Jl Cirendeu Raya 4 RT 003/01 Jakarta,( 021 ) 7443203,Bengkel elektronik
10611. Toko Cahaya Terang,,Jl Kyai Maja 77-B RT 013/03 Jakarta,( 021 ) 7222348,Bengkel elektronik
10612. Cahaya Service,,Jl H Salim 29 RT 003/10 Jakarta,( 021 ) 8716961,Bengkel elektronik
10613. Blaupunkt Grundig,,Jl Gardu Condet RT 007/03 Jakarta,( 021 ) 8008589,Bengkel elektronik
10614. Toko Berkah Jaya,,Jl Jatinegara Tmr 22-A Jakarta,( 021 ) 8196645,Bengkel elektronik
10615. Toko Aseng,,Jl Muara Karang Tmr Bl D-7/104 Jakarta,( 021 ) 6680696,Bengkel elektronik
10616. Ardi Bengkel,,Jl Cilangkap Raya 13 RT 004/02 Jakarta,( 021 ) 8447634,Bengkel elektronik
10617. Arco Electronic,,Jl Bintaro Utr V Bl EB-1/75 Jakarta,( 021 ) 7358351,Bengkel elektronik
10618. Toko Antoni Service,,Jl Pinangsia Raya Glodok Plaza 8 Lt 6 Jakarta,( 021 ) 62302527,Bengkel elektronik
10619. Toko Aliok Service,,Jl Kerendang Slt 34 RT 003/07 Jakarta,( 021 ) 63852958,Bengkel elektronik
10620. Toko Alfa Mandiri,,Jl Cirendeu Raya 9-A RT 005/05 Jakarta,( 021 ) 74712657,Bengkel elektronik
10621. Alam Tehnik,,Jl Joglo Raya Jakarta,( 021 ) 9117140,Bengkel elektronik
10622. Ahian Teknik,,Jl Arya Putra 100 RT 003/02 Jakarta,( 021 ) 7430411,Bengkel elektronik
10623. Adih Service,,Jl Kp Joglo 48 RT 007/03 Jakarta,( 021 ) 5855341,Bengkel elektronik
10624. Abadi Service,,Jl Tj Duren Tmr Raya 6 RT 003/05 Jakarta,( 021 ) 5669918,Bengkel elektronik
10625. Toko AA Elektronik Servise,,Jl Pinangsia Raya Glodok Plaza 3 Lt 6 Jakarta,( 021 ) 62302811,Bengkel elektronik
10626. Web Flowershop,,Jl. kelinci 3 no.43 pasar baru Jakarta,"( 021 ) 68818191,3812928",Toko bunga
10627. Adhi Elektro,,Pesing Koneng RT13/02 no.12 Kedoya Utara Jakatra Jakarta,( 021 ) 98705030,Bengkel elektronik
10628. Adhi Print Photo,,Pesing Koneng Rt13/02 No. 12 Kedoya Utara Jakarta Jakarta,( 021 ) 95356644,Foto studio
10629. LEO Private dan Bimbel,,"Pondok Bambu, Jaktim Jakarta",( 021 ) 97585547,Privat dan bimbingan belajar
10631. DBC Network,,Duta Bintaro Ubud I G 31/5 Kunciran tangerang 1514 Jakarta,( 021 ) 95810075,Layanan internet
10632. Kairos Computech,,Jl. Kyai Tapa No.215 Grogol-Jakbar Jakarta,( 021 ) 5680187,Toko komputer
10633. CITRA INDONESIA LOGISTIC,,Jl Lembah Pinang Raya Blok I 17 No.4 Jakarta Timur Jakarta,( 021 ) 68531430,Ekspedisi darat
10634. HARIAN INDONESIA,,"Jl. Gajah Mada 96-97, Jakarta 11140 Jakarta",( 021 ) 6396 8348,Koran
10635. PT Hariana Mitra Buana (Harina Mitra Buana Inc),,Jl. Pangeran Antasari No. 16 Kebayoran Baru Jakarta,( 021 ) 7231458,Pabrik mebel
10636. SPR Indonesia,,"Jl.Pang.Polim XIII no.84, Kebayoran Baru Jaksel Jakarta",( 021 ) 7244868,Pabrik
10637. Grand Solar,,Mangga Dua Square Blok H6 Gunung Sahari Raya No.1 Jakarta,"( 021 ) 62310260,62310261",Galeri
10638. Indojava Komputer,,Jl. Kelapa Dua No.33 Cilincing Jakarta Jakarta,( 021 ) 99611225,Toko komputer
10639. Rumah Kreasiku,,Griya Parung Panjang Blok D1/B No. 16 Bogor barat Jakarta,( 021 ) 5978828,Pengrajin
10640. Race Motor,,Jl. Kebon Jeruk III no.35A. JAKARTA KOTA Jakarta,( 021 ) 6251463,Perlengkapan motor
10641. Galang Tri Manunggal,,Jl.upaya utara I no 80 jakarta Jakarta,( 021 ) 43933521,Ekspedisi darat
10642. Garda Aircon,"Garda Aircon memberikan solusi yang tepat dibidang jasa layanan perawatan dan perbaikkan berbagai macam alat pendingin, mekanikal maupun electrical",Rukan Bamboe Residence Jl. Raya ceger No.53 Jakarta,( 021 ) 70437538,Perbaikan ac
10643. CV Utama Metal Sejahtera,,Jl KH Moch Mansyur 218 Jakarta,( 021 ) 6310023,Besi/baja bekas
10644. PT Utama Gaya Agung,,Jl KH Moh Mansyur 135 Jakarta,( 021 ) 6321116,Besi/baja bekas
10645. United Baja Sentosa TB,,Jl Kapuk Poglar 63 Jakarta,( 021 ) 54351866,Besi/baja bekas
10646. PT Triemuda Sukses Mandiri,,Jl P Jayakarta 117 Bl C/30 Jakarta,( 021 ) 6008721,Besi/baja bekas
10647. PD Tiga Jaya,,Jl KH Moh Mansyur 150-A Jakarta,( 021 ) 6396678,Besi/baja bekas
10648. PT Surya Sejahtera Metalindo Lestari,,Jl Perancis Pergudangan Parung Harapan Bl K/8 Jakarta,( 021 ) 5557891,Besi/baja bekas
10649. PT Surya Kencana Jaya Pratama,,Jl KH Wahid Hasyim 204-206 Jakarta,( 021 ) 3107777,Besi/baja bekas
10650. CV Surya Inti Persada,,Jl Kalideres Kompl Citra Garden I Bl B-9/17 Jakarta,( 021 ) 6199607,Besi/baja bekas
10651. PT Sumber Setia Baja,,Jl Kembangan Baru 32 Jakarta,( 021 ) 5814669,Besi/baja bekas
10652. PT Sumber Sarana Badjautama,,Jl P Jayakarta 85-AB-AC Jakarta,( 021 ) 6281838,Besi/baja bekas
10653. PT Steel Surya Mandiri,,Jl Mangga Besar I 54-B Jakarta,( 021 ) 6012887,Besi/baja bekas
10654. PT Sribaja Intan,,Jl P Jayakarta 32 Jakarta,( 021 ) 6490713,Besi/baja bekas
10655. PT Sinarwaja Indah,,Jl P Jayakarta 101 Bl A/4-5 Jakarta,( 021 ) 6248120,Besi/baja bekas
10656. PT Sinarindo Megah Perkasa,,Jl I Gusti Ngurah Rai 8-D Jakarta,( 021 ) 86610180,Besi/baja bekas
10657. PT Sinarindo Mandiri Perkasa,,Jl Jend Gatot Subroto Kav 38 Ged Menara Jamsostek Lt 3 Jakarta,( 021 ) 2501581,Besi/baja bekas
10658. PT Sinar Jaya Agengpriyasa,,Jl P Jayakarta 141-O RT 008/10 Jakarta,( 021 ) 6289463,Besi/baja bekas
10659. PT Shangli Jaya Abadi,,Jl Dr Makaliwe Raya 48-A Jakarta,( 021 ) 5636860,Besi/baja bekas
10660. PT Setko Teknikatama,,Jl Mangga Dua Raya Kompl Grand Boutique Centre Bl D/27 Jakarta,( 021 ) 6256618,Besi/baja bekas
10661. PT Setia Agung Jaya,,Jl P Jayakarta 117 Bl A/4 Jakarta,( 021 ) 6262565,Besi/baja bekas
10662. PT Sarana Wira Pratiwi,,Jl P Jayakarta 85 BP-BQ RT 003/06 Jakarta,( 021 ) 6287625,Besi/baja bekas
10663. Saputra,,Jl KH Moch Mansyur 108 Jakarta,( 021 ) 6312236,Besi/baja bekas
10664. PT Rezeki Makmur,,Jl Mangga Besar I 86-A Jakarta,( 021 ) 6240062,Besi/baja bekas
10665. PT Putra Persada Cemerlang,,Jl Mangga Besar Raya 183 Perk Jembatan Merah 216 Lt II Jakarta,( 021 ) 6269917,Besi/baja bekas
10666. PT Prima Rejeki Abadi,,Jl P Jayakarta 131 A/30 Jakarta,( 021 ) 6395309,Besi/baja bekas
10667. PT Persada Nusantara Steel,,Kompl Puri Mutiara Bl A/31 Jakarta,( 021 ) 65310800,Besi/baja bekas
10668. PT Pelita Tatamas Jaya,,Jl P Jayakarta 32 Jakarta,( 021 ) 6490713,Besi/baja bekas
10669. PD Pelita Jaya,,Jl P Jayakarta 30 C-32 M Jakarta,( 021 ) 6394744,Besi/baja bekas
10670. PT Papajaya Agung,,Jl Raya Boulevard Tmr Bl NB-1/27 Jakarta,( 021 ) 45841122,Besi/baja bekas
10671. PT Pandawa Jaya Steel,,Jl Kapuk Kamal Muara V 52 RT 003/03 Jakarta,( 021 ) 55963148,Besi/baja bekas
10672. Toko Panca Logam,,Jl HOS Cokroaminoto Utr 11 Larangan Jakarta,( 021 ) 7303208,Besi/baja bekas
10673. PT Niaga Antar Manca,,Jl Kb Sirih Kav 75 Menara Ravindo Lt 7 Jakarta,( 021 ) 3156840,Besi/baja bekas
10674. PT Mulia Bajatra Karya,,Jl Gn Sahari II Bl E/3 Jakarta,( 021 ) 6455688,Besi/baja bekas
10675. MPI Steel Intertrading,,Jl Kedoya Agave Raya Perk Tomang Tol Bl A-1/8 Lt 2 Jakarta,( 021 ) 5826549,Besi/baja bekas
10676. PT Metalindo Pancagraha,,Jl P Jayakarta 141 Bl I/3 Jakarta,( 021 ) 6394807,Besi/baja bekas
10677. PT Masajaya Bersama,,Jl Cideng Tmr 15-C Jakarta,( 021 ) 63855550,Besi/baja bekas
10678. PT Limapratama Guna,,Jl Salak 6 Jakarta,( 021 ) 9198504,Besi/baja bekas
10679. PT Lancar Jaya Mulia,,Jl P Jayakarta Bl V/141 Jakarta,( 021 ) 6260488,Besi/baja bekas
10680. PT Krupindo Lestari,,Jl P Jayakarta 24/10-11 Jakarta,( 021 ) 6393933,Besi/baja bekas
10681. PT Kasha Cahaya Bahan Baja,,Jl HR Rasuna Said Kav 62 Ged Setiabudi I Bl C/5 Lt 4 Jakarta,( 021 ) 5207671,Besi/baja bekas
10682. PT Karya Mandiri Semesta,,Jl P Jayakarta XVI 2-3 Jakarta,( 021 ) 6294035,Besi/baja bekas
10683. PD Jaya Abadi,,Jl Sunter Jaya II B/41 RT 011/02 Jakarta,( 021 ) 6522860,Besi/baja bekas
10684. PT Jasa Prima Dinamika Global,,Jl P Jayakarta 38-A Jakarta,( 021 ) 6012160,Besi/baja bekas
10685. PT Gunasari Diptajati,,Jl KH Moh Mansyur 115 Jakarta,( 021 ) 6314758,Besi/baja bekas
10686. PT Gerindobaja Ekaperkasa,,Jl Rawa Udang 1 Jakarta,( 021 ) 4603366,Besi/baja bekas
10687. PT Gatra Mapan Mandiri,,Jl P Jayakarta 66 Bl A/9 Jakarta,( 021 ) 6251781,Besi/baja bekas
10688. PT Ganding Toolsindo,,Jl Rawa Gelam V Kawasan Industri Pulogadung Bl D/2 Jakarta,( 021 ) 46826489,Besi/baja bekas
10689. PT Fortuna Terus Jaya,,Jl Tmn Sari Raya 56 SE Kompl Tmn Sari Jakarta,( 021 ) 6491395,Besi/baja bekas
10690. PT Dwi Sarana Mandiri,,Jl Biak Dlm Bl A/16 Jakarta,( 021 ) 3453239,Besi/baja bekas
10691. CV Dunia Baja,,Jl P Tubagus Angke III 8 Jakarta,( 021 ) 66603757,Besi/baja bekas
10692. PT Dihen Bersama,,Jl P Jayakarta 66 Bl B/23-A Jakarta,( 021 ) 6593339,Besi/baja bekas
10693. PT Delima Jaya Paramita,,Jl P Jayakarta 40-A Jakarta,( 021 ) 6395421,Besi/baja bekas
10694. PT Centralbaja Kita,,Jl P Jayakarta 38-C Jakarta,( 021 ) 6597675,Besi/baja bekas
10695. Central Stainless,,Jl Tmn Permata Indah II Bl L/2 Jakarta,( 021 ) 6601028,Besi/baja bekas
10696. PT Cakung Prima Steel,,Jl P Jayakarta 117/A1-A2 Jakarta,( 021 ) 6490666,Besi/baja bekas
10697. PT Bumiindah Nusaabadi,,Jl Danau Sunter Utr Metro Sunter Plaza Bl B/22 Jakarta,( 021 ) 6508283,Besi/baja bekas
10698. UD Benteng Baru,,Jl P Jayakarta Bl B-1/26 Jakarta,( 021 ) 6294477,Besi/baja bekas
10699. PT Bangun Mitra Sukses Bersama,,Jl Griya Agung Kompl Griya Inti Sentosa Bl N-3/61 Jakarta,( 021 ) 6410533,Besi/baja bekas
